open_time,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ret,rolling_ret,rolling_vol,signal_strength,atr,position,flag
2023-01-26,23060.42,23282.47,22850.01,23009.65,288924.43581,6664592468.337928,7181086,143185.08341,3303064271.0511746,-0.002224107083232396,0.08609601310320891,0.02680860080894381,3.211507147157259,750.3042001891641,1.0,0.0
2023-01-27,23009.65,23500.0,22534.88,23074.16,280833.86315,6461707755.053915,7079096,139699.27638,3214623770.8450403,0.0028036063130034705,0.09176093847070299,0.02662110170544576,3.4469249051376365,765.6481858899381,1.0,0.0
2023-01-28,23074.16,23189.0,22878.46,23022.6,148115.71085,3408985411.316586,4181816,73861.83566,1700057503.749539,-0.0022345342148967218,0.11341474561442944,0.02477243064000327,4.578264735608297,733.1404583263711,1.0,0.0
2023-01-29,23021.4,23960.54,22967.76,23742.3,295688.79204000003,6941922954.136406,7030837,149507.5061,3510026672.7997174,0.03126058742279336,0.12674458832959434,0.025499621467916102,4.9704497962475935,751.6861398744877,1.0,0.0
2023-01-30,23743.37,23800.51,22500.0,22826.15,302405.90121,7020727239.059652,7790224,149096.53066,3461492907.172606,-0.03858724723383988,0.007011890744383686,0.018586789539803413,0.3772513122488312,790.887844169167,1.0,0.0
2023-01-31,22827.38,23320.0,22714.77,23125.13,264649.34909,6083858924.538486,6798411,133028.12717,3058369006.2406993,0.01309813525276926,0.014992395829447114,0.01895745249320611,0.7908444362353023,777.6265695856551,1.0,0.0
2023-02-01,23125.13,23812.66,22760.23,23732.66,310790.42271,7212542002.325099,7863213,156107.58478,3623730152.719127,0.026271419879585478,0.045128827525951376,0.020353213504985042,2.2172826671767645,797.2553860438227,1.0,0.0
2023-02-02,23731.41,24255.0,23363.27,23488.94,364177.20751,8673696845.80511,9102300,181814.20318,4330715913.906593,-0.010269392474337113,0.024981618008024675,0.020792480849352084,1.201473657185219,804.0035727549782,1.0,0.0
2023-02-03,23489.33,23715.7,23204.62,23431.9,332571.02904,7806490899.914181,8007846,166143.33246,3900042090.516365,-0.002428376929737852,0.03530304790948047,0.020223257030817732,1.7456657874487282,783.080460415337,1.0,0.0
2023-02-04,23431.9,23587.78,23253.96,23326.84,166126.47295,3886777607.796051,4852404,81863.93145,1915443497.6889513,-0.004483631288969336,0.011530319232433861,0.019606597406474465,0.5880836431428094,750.9904275285272,1.0,0.0
2023-02-05,23327.66,23433.33,22743.0,22932.91,209251.33917,4842463016.833934,5903916,103885.22312,2404286621.1203337,-0.016887413811729313,-0.0033351224377599076,0.020432095848755577,-0.16322958067774698,746.6575398479182,1.0,0.0
2023-02-06,22932.91,23158.25,22628.13,22762.52,265371.6069,6076050768.117038,6956395,132350.52989,3030470974.62453,-0.007429933663019583,-0.013506017120449854,0.020524035498279393,-0.6580585539126608,731.190572715924,0.0,-1.0
2023-02-07,22762.52,23350.25,22745.78,23240.46,308006.72482,7085929136.456849,8293878,154613.24744,3557209786.515369,0.020996796488262248,0.00946287560918413,0.02167267556362126,0.43662701365160794,722.1391032362152,0.0,0.0
2023-02-08,23242.42,23452.0,22665.85,22963.0,280056.30717,6457585647.820655,7896433,138627.72636,3196783919.6301227,-0.011938662143520351,-0.03282327322963652,0.019165204660605374,-1.712649241732633,726.7113101479142,0.0,0.0
2023-02-09,22961.85,23011.39,21688.0,21796.35,402894.6955,9052973327.197163,9784291,199309.68374,4478800426.302857,-0.05080564386186481,-0.04511492301592701,0.021872590043735173,-2.062623718805949,769.3312165659203,0.0,0.0
2023-02-10,21797.83,21938.16,21451.0,21625.19,338591.94247,7369456394.906654,6993675,167419.66937,3644087094.706669,-0.007852690932197315,-0.06486190564117922,0.020997489318793427,-3.089031486403745,749.1761296683545,0.0,0.0
2023-02-11,21625.19,21906.32,21599.78,21862.55,177021.58433,3842000897.7975802,4207940,87937.9597,1908638569.7798102,0.01097608853378862,-0.07879900525267713,0.01878720490616473,-4.194291042560592,717.5592632634722,0.0,0.0
2023-02-12,21862.02,22090.0,21630.0,21783.54,204435.65163,4469822441.4372015,4561903,101194.34699,2212545781.0931144,-0.0036139425638820333,-0.0726043831692702,0.018816225290900712,-3.8586051158932904,699.1621730303671,0.0,0.0
2023-02-13,21782.37,21894.99,21351.07,21773.97,295730.76791,6404813758.2696295,6503611,147221.38569,3188732830.1994424,-0.0004393225343538587,-0.0707552524549866,0.018884383609636818,-3.7467599640837497,688.0734463853411,0.0,0.0
2023-02-14,21774.63,22319.08,21532.77,22199.84,361958.40109,7938385476.792084,7695927,182006.71562,3991901041.902383,0.01955867487646934,-0.04831344494153511,0.020704041383311587,-2.3335272591020795,695.0903430721025,0.0,0.0
2023-02-15,22199.84,24380.0,22047.28,24324.05,375669.16111,8604133693.663172,8335550,190798.1552,4372346767.103614,0.09568582476270104,0.06066129418377342,0.03731136380868165,1.6258128353287016,812.0638899955238,1.0,1.0
2023-02-16,24322.87,25250.0,23505.25,23517.72,450080.68366,11074988148.779009,11006793,224396.77566,5522891581.325578,-0.033149496074872276,0.03317734591776311,0.039217111358095975,0.8459915778808116,878.684326424415,1.0,0.0
2023-02-17,23517.72,25021.11,23339.37,24569.97,496813.21376,11968532252.05733,10895009,249087.94774,6001870488.345367,0.04474285772600406,0.057206699006818296,0.041041041852389014,1.3938900287320135,936.0454459655283,1.0,0.0
2023-02-18,24568.24,24877.0,24430.0,24631.95,216917.25213,5339920389.516133,6296097,107467.08761,2645647445.8196015,0.002522591602675872,0.07267996341941396,0.040578508066683595,1.7910950126598373,901.1136283965619,1.0,0.0
2023-02-19,24632.05,25192.0,24192.57,24271.76,300395.99542,7408745406.624344,7660484,149680.28058,3692030229.980345,-0.014622878010064233,0.11356993258045489,0.03614707102643438,3.141884787771632,908.1362263682361,1.0,0.0
2023-02-20,24272.51,25121.23,23840.83,24842.2,346938.56997,8561226688.07291,9808728,174453.04334,4305469238.849922,0.02350220997570851,0.14876216116482688,0.03564981993775871,4.17287272206569,934.7264959133619,1.0,0.0
2023-02-21,24843.89,25250.0,24148.34,24452.16,376000.82868,9280992344.428871,10712371,187029.49757,4617218785.187702,-0.01570070283630276,0.11844958616446855,0.0369196633965996,3.208306232157525,946.6503176338359,1.0,0.0
2023-02-22,24450.67,24476.05,23574.69,24182.21,379425.75365,9101745945.990707,11395957,188203.74268,4515001623.435453,-0.011039924489288477,0.11011387497165281,0.037337549532700104,2.9491457353197603,943.4152949457048,1.0,0.0
2023-02-23,24182.21,24599.59,23608.0,23940.2,398400.45437,9596083721.512953,11396877,198080.68369,4771375630.511308,-0.01000777017485166,0.09948713991982161,0.037786203287192746,2.632895905515381,946.856345306726,1.0,0.0
2023-02-24,23940.2,24132.35,22841.19,23185.29,343582.57453,8087524100.39044,11531424,170263.13353,4008150118.2167997,-0.031533153440656325,0.044389959567276094,0.0397743790347136,1.1160440626498327,971.4494634991026,0.0,-1.0
2023-02-25,23184.04,23219.13,22722.0,23157.07,191311.8101,4406286300.272117,9124568,94440.13964,2175283940.9041314,-0.0012171510470647684,-0.047976385511458775,0.023854816011688137,-2.011182374575926,937.5695018205954,0.0,0.0
2023-02-26,23157.07,23689.99,23059.18,23554.85,202323.73623,4716158181.22559,9506015,101003.39278,2354572412.6900682,0.017177475388725716,0.0015788095104456445,0.02244113686301643,0.07035336578903732,915.6581088334102,0.0,0.0
2023-02-27,23554.85,23897.99,23106.77,23492.09,283706.0859,6659785788.329373,11754195,141360.04845,3318353869.99525,-0.002664419429544207,-0.04386981343485563,0.016155925288837462,-2.715400860708758,906.7696724881667,0.0,0.0
2023-02-28,23492.09,23600.0,23020.97,23141.57,264140.99894,6172930936.037334,9568743,131200.82704,3066249880.6703186,-0.014920766947512987,-0.060505968873759475,0.016271702567603165,-3.718478052458161,883.359695881869,0.0,0.0
2023-03-01,23141.57,24000.0,23020.03,23628.97,315287.41737,7441571085.495408,9390487,157961.92667,3728256787.110094,0.021061665219775483,-0.026483040372844657,0.018015073812171448,-1.4700489517257505,890.260431890307,0.0,0.0
2023-03-02,23629.76,23796.93,23195.9,23465.32,239315.45219,5603770010.239548,7435815,119522.00584,2798797976.70041,-0.00692582029601807,-0.05542504287059924,0.015526636142727989,-3.5696748710478383,869.6011153267136,0.0,0.0
2023-03-03,23465.32,23476.95,21971.13,22354.34,319954.19785,7167184765.7436495,8214639,156827.31366,3512245357.186191,-0.04734561471993559,-0.08579282975409941,0.020307831126808097,-4.224618041108557,915.0453213748054,0.0,0.0
2023-03-04,22354.34,22410.0,22157.08,22346.57,121257.38132,2706422995.680256,4169260,60043.33153,1340204531.1540701,-0.0003475835117475734,-0.07590869486287644,0.02045432726649537,-3.711131335383321,867.7506555623193,0.0,0.0
2023-03-05,22346.57,22662.09,22189.22,22430.24,154841.75786,3473011455.1879516,4835978,77394.35765,1735989090.899561,0.00374419877412957,-0.0630721547856743,0.020740155029529528,-3.0410647700498425,839.544894450725,0.0,0.0
2023-03-06,22430.24,22602.19,22258.0,22410.0,203751.82957,4569102169.185691,6471278,102110.26304,2289889200.1667166,-0.0009023532516817534,-0.03343887438975324,0.01876701487108862,-1.7817897315820448,804.1624019899589,0.0,0.0
2023-03-07,22409.41,22557.91,21927.0,22197.96,292519.80912,6517594938.246053,7813394,145498.64219,3242136502.654673,-0.009461847389558242,-0.041417588667305494,0.018849485452344935,-2.1972795369940994,791.7872304192475,0.0,0.0
2023-03-08,22198.56,22287.0,21580.0,21705.44,301460.57272,6641171704.242421,8018963,150008.02488,3304860256.104994,-0.022187624448372745,-0.07851504042691848,0.01801377494367853,-4.358611155762846,785.7309996750156,0.0,0.0
2023-03-09,21704.37,21834.99,20042.72,20362.22,443658.28584,9403028764.707773,10076702,217900.59621,4619803522.043237,-0.06188402538718396,-0.13323080236794593,0.024597602905752355,-5.416414065973429,857.6266425553716,0.0,0.0
2023-03-10,20362.21,20367.78,19549.09,20150.69,618456.4671,12344992788.912497,12106261,308155.80993,6151475123.535514,-0.010388356475865668,-0.1292427436859297,0.02461880021048264,-5.249758013426599,854.8454538014164,0.0,0.0
2023-03-11,20150.69,20686.51,19765.03,20455.73,427831.82133,8651590672.468525,10412300,213151.47855,4310534195.909292,0.015137943167206735,-0.13429446988167493,0.023751752183256834,-5.654086858330487,859.6050642441724,0.0,0.0
2023-03-12,20455.73,22150.0,20270.6,21997.11,430944.94288,8982418413.80114,9721933,218639.0688,4558127964.925804,0.07535199183798391,-0.06256935767336647,0.037033491030495067,-1.6895344168834636,932.447559655303,0.0,0.0
2023-03-13,21998.05,24500.0,21813.88,24113.48,687889.31259,15824996078.605639,14820760,346688.17025,7976620081.706099,0.09621127502658289,0.07869344386817057,0.045911572378318416,1.7140219729292756,1057.7098768227813,1.0,1.0
2023-03-14,24112.27,26386.87,23976.42,24670.41,699360.93423,17465307097.88407,15223589,351739.11994,8783916247.676138,0.023096210086640312,0.10399090330193861,0.046006494520917866,2.2603526824817495,1154.3341713354398,1.0,0.0
2023-03-15,24670.41,25196.97,23896.95,24285.66,581450.72984,14291005743.897852,12613034,291192.86696,7157472156.962334,-0.01559560623435119,0.08271957856893186,0.046740053791746415,1.7697792761962736,1164.740301954337,1.0,0.0
2023-03-16,24285.66,25167.4,24123.0,24998.78,439421.32998,10847330151.941006,10418081,220403.30289,5441432259.260846,0.02936383034267953,0.11551896474788026,0.04701121136736326,2.4572641586529578,1156.144566100456,1.0,0.0
2023-03-17,24998.78,27756.84,24890.0,27395.13,624460.68091,16476681071.24338,13113359,318022.61356,8392477832.002322,0.09585867790348179,0.23412827124654711,0.05308317879975141,4.410592518013325,1278.3370970932806,0.0,-1.0
2023-03-18,27395.13,27724.85,26578.0,26907.49,371238.97174,10135945069.64263,9948603,185687.70768,5070480124.593879,-0.017800244057976755,0.2396657243529734,0.05268949625137976,4.54864330472124,1268.9451615866176,1.0,1.0
2023-03-19,26907.49,28390.1,26827.22,27972.87,372066.99054,10264707987.594164,9578297,188150.56147,5191102286.400918,0.039594179910500626,0.3737632733562448,0.04351129011082984,8.590029677451835,1289.9405071875733,1.0,0.0
2023-03-20,27972.87,28472.0,27124.47,27717.01,477378.23373,13300424536.514921,11775950,239765.29147999999,6680704887.532146,-0.009146719660871439,0.3754868939971783,0.043375015275083695,8.656755314455708,1294.0540423884609,1.0,0.0
2023-03-21,27717.01,28438.55,27303.1,28105.47,420929.7422,11760492716.33759,11530870,210472.34027,5880942507.630011,0.014015220256441863,0.37396563212361533,0.04342840268850002,8.61108419773041,1282.7251822178566,1.0,0.0
2023-03-22,28107.81,28868.05,26601.8,27250.97,224113.41296,6272099822.449624,3589327,110355.97386,3089585214.115064,-0.030403334297558482,0.23884319349223615,0.04484810981291228,5.325602226907464,1352.9769549165812,1.0,0.0
2023-03-23,27250.97,28750.0,27105.0,28295.41,128649.60818,3591123573.1149583,2159091,65172.02479,1819323637.2903445,0.038326709104299805,0.1734270623734111,0.037396504516526395,4.637520661771198,1373.835743851111,0.0,-1.0
2023-03-24,28295.42,28374.3,27000.0,27454.47,86242.06544,2403443392.0273013,1511137,41449.56122,1155147465.7389932,-0.029720014659621374,0.11285017152126775,0.04003429235796173,2.8188376732685003,1373.868905004603,1.0,1.0
2023-03-25,27454.46,27787.33,27156.09,27462.95,50844.08102,1397227639.2141378,1088721,25326.94876,696042529.0839624,0.0003088750210802349,0.13082988067855683,0.039146574851178395,3.3420517931881997,1320.8239832185602,1.0,0.0
2023-03-26,27462.96,28194.4,27417.76,27968.05,49671.70353,1380973402.9961205,1068196,25248.15818,702028235.0573264,0.018392051837111456,0.11877659629789927,0.03879035066765722,3.062013986816915,1281.9536987029492,1.0,0.0
2023-03-27,27968.05,28023.86,26508.14,27124.91,88039.46898,2407130888.034605,1575264,43151.91539,1179905180.6135278,-0.030146542215134797,-0.009863796959532656,0.02725203941366474,-0.3619471119136406,1298.6512916527386,0.0,-1.0
2023-03-28,27124.9,27520.0,26631.78,27261.07,78602.44340999999,2124533606.765556,1521981,38972.61486,1053473599.2587688,0.005019740157663266,0.013140579072964398,0.026604859783002525,0.4939164942098184,1269.3347708204,0.0,0.0
2023-03-29,27261.06,28650.0,27240.1,28348.6,89486.16008,2519887866.2111588,1704217,45742.08025,1288220696.4926782,0.03989315166279228,0.013431943164930793,0.026652395212165083,0.5039675818254408,1279.375144333229,1.0,1.0
2023-03-30,28348.6,29184.68,27686.0,28028.53,98865.43256,2808471938.6424427,1843652,49100.20979,1394972886.7062368,-0.011290504645732002,0.011239307558787992,0.026757338015132713,0.42004580397465396,1295.0397768808555,1.0,0.0
2023-03-31,28028.53,28656.69,27511.71,28465.36,78198.12139,2203253311.777351,1537349,39636.47111,1117184234.1868575,0.015585191231934026,0.012804980667464383,0.026843789863007388,0.47701836189347235,1284.3212213893657,1.0,0.0
2023-04-01,28465.36,28819.71,28220.27,28452.73,30238.44753,860804237.452269,822781,15171.37738,431931567.4827481,-0.00044369718141634706,0.0440997146156632,0.02443975489776732,1.8044254044336552,1235.401134147268,1.0,0.0
2023-04-02,28452.74,28530.0,27856.43,28171.87,37365.65692,1053600933.0676805,938464,17897.01839,504647268.0863643,-0.0098711090289052,-0.00436607916266285,0.02164001013444295,-0.20175957106940792,1195.2703388510345,1.0,0.0
2023-04-03,28171.87,28500.99,27200.24,27800.0,79180.01405,2214361048.7823668,1651062,40534.82008,1133865764.0916288,-0.013200046713263913,0.012585564390789505,0.019680195581135974,0.6395040302776831,1202.8046003616748,1.0,0.0
2023-04-04,27800.0,28444.44,27662.79,28165.47,49722.55691,1397141464.875036,1102007,25083.95234,704845402.4191409,0.013146402877697971,0.025580645924782264,0.02001517102677348,1.2780628199761108,1172.7221289072695,1.0,0.0
2023-04-05,28165.47,28775.0,27805.1,28170.01,60737.647320000004,1721098539.0660567,1262730,30556.88672,865971090.1704682,0.00016119028015504355,0.007221096930247084,0.019243298626829986,0.3752525526044201,1158.2348339853218,1.0,0.0
2023-04-06,28170.01,28182.05,27711.0,28033.82,40118.94963,1122713087.5561826,934548,19308.64369,540384260.8568,-0.004834574073633635,0.03350831394463616,0.016119033272752104,2.07880419238784,1109.1502029863702,1.0,0.0
2023-04-07,28033.83,28100.0,27766.94,27906.33,24762.09387,691323748.9286413,655634,11983.13367,334559478.4702819,-0.004547721288072681,0.023669650530958597,0.016296268616626655,1.4524582950730864,1053.715188487344,1.0,0.0
2023-04-08,27906.34,28154.99,27859.02,27938.38,19479.96735,545324518.6860754,624159,9729.24214,272366679.3440387,0.0011484849494720617,-0.014470555865192525,0.009663599179372736,-1.4974292286543085,999.5905321668196,0.0,-1.0
2023-04-09,27938.38,28530.0,27800.0,28323.76,32531.16101,913915923.6951957,777589,16885.70757,474454325.3569296,0.013793927922807203,0.010533195997078693,0.01006264389606522,1.0467622730043613,980.3340655834753,1.0,1.0
2023-04-10,28323.76,29770.0,28170.0,29637.34,67754.0622,1955300943.1708305,1285695,36147.62326,1043138687.5916125,0.046377317135860574,0.041172147480305954,0.017182329167490146,2.3961912892581396,1024.5959180417985,1.0,0.0
2023-04-11,29637.35,30550.0,29590.0,30200.42,67990.07621,2046078278.0821176,1340458,34766.92718,1046250622.2934568,0.01899900598366777,0.06142433432573946,0.017694273808449474,3.4714244275121224,1019.9819238959559,0.0,-1.0
2023-04-12,30200.43,30486.0,29637.4,29888.07,62049.48451,1863497606.1415303,1246556,31136.38576,935223730.572567,-0.010342571394702404,0.06091892373491725,0.017742171464102112,3.433566396208888,1007.7403579033875,1.0,1.0
2023-04-13,29888.07,30595.0,29854.59,30373.84,51934.11731,1571091101.1299672,1054144,26767.65298,809748635.0025868,0.01625297317625396,0.09258417266187058,0.01659539326794546,5.578908023873101,988.6453323388597,1.0,0.0
2023-04-14,30373.84,31000.0,29966.0,30466.93,75984.19452,2323267494.38023,1504180,38406.59006,1174371283.5651665,0.003064808400913499,0.08171211060919625,0.016622759092384577,4.915676763109153,991.8849514575126,1.0,0.0
2023-04-15,30466.93,30595.6,30202.0,30295.09,25429.81247,772211097.614016,732418,12424.34509,377293528.3129067,-0.005640213831849872,0.07543767290107461,0.017023423279253363,4.431404404601238,949.15031206769,1.0,0.0
2023-04-16,30295.1,30549.99,30120.0,30304.65,26431.99322,801322926.1525651,708233,13163.73591,399115587.0035981,0.0003155626868909245,0.08100323109729612,0.016685805451880517,4.8546191750166265,912.0674326342838,1.0,0.0
2023-04-17,30304.66,30316.06,29240.65,29430.27,56441.81127,1675287761.4330356,1137294,26880.17771,797711012.8071816,-0.028852997807267244,0.05460911556625314,0.02012338788949833,2.71371380734313,923.7347588746921,1.0,0.0
2023-04-18,29430.27,30485.0,29096.78,30380.01,62004.89434,1861001491.9786973,1141562,32417.57068,972769560.7303039,0.03227085582293321,0.08739339933095613,0.021717160684287425,4.02416322287407,956.9122760979286,1.0,0.0
2023-04-19,30380.01,30413.53,28520.0,28797.1,86575.48656,2541283888.3034472,1699891,41467.78872,1217556267.2010958,-0.05210366948529643,0.01671176425728782,0.028812748744253935,0.5800128410386604,1023.8135420909337,1.0,0.0
2023-04-20,28797.1,29088.3,28010.0,28243.65,76879.09372,2198854031.424746,1434642,36919.58585,1055949765.7724996,-0.019218949130294316,-0.04702480047129731,0.02478049303547744,-1.8976539491758055,1027.7054319415813,0.0,-1.0
2023-04-21,28243.65,28374.02,27125.0,27262.84,77684.7679,2164667611.9354606,1463628,38419.13612,1070540576.475792,-0.03472674388756414,-0.09726950817240287,0.02493707758175675,-3.900597728563128,1043.5136153743256,0.0,0.0
2023-04-22,27262.84,27882.72,27140.35,27816.85,36023.696860000004,989379475.3218232,859500,18612.89655,511200971.6362268,0.020321067064179577,-0.06929922206418815,0.026699344230825383,-2.595540229942413,1022.0033571333025,0.0,0.0
2023-04-23,27816.85,27816.85,27311.25,27590.6,34812.09581,959389698.7572551,873485,17610.47671,485328645.6943109,-0.0081335593354388,-0.09163279980404193,0.025440596929570205,-3.6018337170986334,985.1174030523523,0.0,0.0
2023-04-24,27590.59,28000.0,26942.82,27510.93,53111.56874,1458406515.6404214,1211080,25641.28044,704079582.6514922,-0.002887577653258644,-0.09702323141845925,0.02518830395487001,-3.8519160159531256,990.2647314057557,0.0,0.0
2023-04-25,27510.93,28399.99,27192.0,28300.79,52325.14637,1446329375.242731,1087067,26833.47192,742069216.9989536,0.02871077059190652,-0.06582914921196803,0.028012578368005893,-2.3499853654011984,1005.8165363053447,0.0,0.0
2023-04-26,28300.8,30036.0,27235.0,28415.29,129228.40403,3719701461.9091635,2261942,64540.55521,1857698379.2654004,0.004045823455811615,-0.06234554763047917,0.028136953969519846,-2.2157888056403245,1134.0439265692487,0.0,0.0
2023-04-27,28415.29,29890.0,28378.86,29472.77,95430.82431,2784859692.3646197,1990148,48601.97474,1418439305.6179047,0.03721517535101704,0.0014440914065687593,0.029891624077644372,0.048310904848050056,1160.9793603857308,0.0,0.0
2023-04-28,29472.77,29599.54,28891.0,29311.7,54298.16578,1590683771.6681979,1129240,26659.2164,780784851.5470374,-0.005465044513970008,-0.035164899550724216,0.02774707108412118,-1.2673373504581547,1128.6622632153217,0.0,0.0
2023-04-29,29311.69,29448.88,29031.0,29230.45,20466.83058,599466910.0466621,619319,10024.59978,293627195.7058327,-0.002771930662499922,0.01504839028929994,0.021849857689471484,0.6887180000513742,1077.8921015570845,1.0,1.0
2023-04-30,29230.45,29969.39,29079.59,29233.21,39752.5372,1172155267.8761897,949458,19894.27252,586711670.5560739,9.442208382015593e-05,0.03503654803823153,0.020613041846751716,1.6997272066253883,1064.4569514458642,1.0,0.0
2023-05-01,29233.2,29337.34,27666.95,28068.26,64433.65958,1828221138.9544399,1362793,30761.9269,872712018.1808254,-0.039850225137779915,0.029542776908054957,0.021707263375804132,1.3609627522640477,1107.7378834854453,1.0,0.0
2023-05-02,28068.26,28879.88,27872.0,28669.86,50824.5224,1441733922.0116444,1174697,24789.36748,703206831.7801806,0.02143346256590184,0.030665226292696746,0.021807777541516617,1.4061600836819679,1100.6051775221993,1.0,0.0
2023-05-03,28669.85,29266.66,28113.69,29026.16,64615.79213,1845961218.8432436,1502909,32291.20998,922549963.2507579,0.012427685381093623,0.052030764100817084,0.021584529932550434,2.4105581295218466,1104.3455219848995,1.0,0.0
2023-05-04,29026.16,29379.83,28663.64,28838.16,42575.47501,1233816136.1606576,961542,20470.2124,593281438.9381377,-0.006476915995777599,0.04824373439938223,0.021764814430277155,2.216592958048386,1076.620127557407,1.0,0.0
