datetime,symbol,close,money,open_interest,open_interest_money,close_MACD,close_MACD_Signal,close_MACD_Hist,close_MACD_Hist_status,close_MA_5,close_change_rate,close_change_rate_r_zscore_5,close_change_rate_r_zscore_10,close_change_rate_r_zscore_22,close_change_rate_r_zscore_126,close_r_percentile_5,close_r_percentile_10,close_r_percentile_22,close_r_percentile_126
2025-01-02,B_GW8888,2493.13,16269245650.0,2259407,54313564619.83,,,,Normal,,,,,,,0.5,0.5,0.5,0.5
2025-01-03,B_GW8888,2493.64,21351678250.0,2286128,54936696508.24,,,,Normal,,0.00020456213675168478,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2025-01-06,B_GW8888,2491.68,24945908300.0,2313494,55554260116.33,,,,Normal,,-0.0007859995829390121,,,,,0.25,0.25,0.25,0.25
2025-01-07,B_GW8888,2481.75,21049798680.0,2326577,55843656617.44,,,,Normal,,-0.003985262955114588,,,,,0.2,0.2,0.2,0.2
2025-01-08,B_GW8888,2484.22,15296025670.0,2324725,55889680730.1,,,,Normal,2488.884,0.0009952654376950143,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-01-09,B_GW8888,2486.88,18799708270.0,2319898,55961356089.28,,,,Normal,2487.634,0.0010707586284630644,0.8414020368315502,,,,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855
2025-01-10,B_GW8888,2511.3,34593463710.0,2356623,57293492310.95,,,,Normal,2491.166,0.009819532908704964,1.8328475909841653,,,,0.8333333333333334,0.875,0.875,0.875
2025-01-13,B_GW8888,2534.27,23417457560.0,2399442,59020119356.25,,,,Normal,2499.684,0.009146657109863288,1.0843025115077436,,,,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.8888888888888888
2025-01-14,B_GW8888,2547.3,21441781980.0,2427137,59933538918.93,,,,Normal,2512.7940000000003,0.005141520043247194,-0.02462837706826782,,,,0.8333333333333334,0.9,0.9,0.9
2025-01-15,B_GW8888,2551.02,21243404930.0,2424744,60002905345.52,,,,Normal,2526.154,0.0014603698033210932,-1.0496726708160218,,,,0.8333333333333334,0.9090909090909091,0.9090909090909091,0.9090909090909091
2025-01-16,B_GW8888,2563.53,24310546430.0,2453452,60965586471.54,,,,Normal,2541.4840000000004,0.004903920784627314,-0.3883231714875592,0.5063159824439638,,,0.8333333333333334,0.9090909090909091,0.9166666666666666,0.9166666666666666
2025-01-17,B_GW8888,2571.32,25248931220.0,2473771,61771816429.56,,,,Normal,2553.4880000000003,0.0030387785592522754,-0.6589588091241441,-0.010263475220157185,,,0.8333333333333334,0.9090909090909091,0.9230769230769231,0.9230769230769231
2025-01-20,B_GW8888,2567.29,24126544090.0,2463442,61373581297.72,,,,Normal,2560.092,-0.0015672883966212359,-1.6820085854581655,-1.1010069770060253,,,0.6666666666666666,0.8181818181818182,0.8571428571428571,0.8571428571428571
