datetime,symbol,close,money,open_interest,open_interest_money,close_MACD,close_MACD_Signal,close_MACD_Hist,close_MACD_Hist_status,close_MA_5,close_change_rate,close_change_rate_r_zscore_5,close_change_rate_r_zscore_10,close_change_rate_r_zscore_22,close_change_rate_r_zscore_126,close_r_percentile_5,close_r_percentile_10,close_r_percentile_22,close_r_percentile_126
2025-01-02,B_SY8888,2167.66,66539285350.0,1304750,80648563846.13,,,,Normal,,,,,,,0.5,0.5,0.5,0.5
2025-01-03,B_SY8888,2195.07,120031585200.0,1336639,85151167107.09,,,,Normal,,0.012644971997453514,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2025-01-06,B_SY8888,2202.62,122447357250.0,1328164,84058358911.51,,,,Normal,,0.0034395258465560463,,,,,0.75,0.75,0.75,0.75
2025-01-07,B_SY8888,2201.38,141415706870.0,1288082,83116116210.63,,,,Normal,,-0.0005629659224014594,,,,,0.6,0.6,0.6,0.6
2025-01-08,B_SY8888,2222.63,147259968170.0,1310972,87298882001.47,,,,Normal,2197.8720000000003,0.009653035822983824,,,,,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
2025-01-09,B_SY8888,2205.4,149543372850.0,1325903,86421452341.88,,,,Normal,2205.42,-0.00775207749377993,-1.5446000696014035,,,,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143
2025-01-10,B_SY8888,2235.93,117020687550.0,1388288,89482605367.35,,,,Normal,2213.592,0.013843293733562856,1.3339776281461309,,,,0.8333333333333334,0.875,0.875,0.875
2025-01-13,B_SY8888,2357.17,244243476940.0,1422044,97178326582.68,,,,Normal,2244.502,0.05422352220328919,1.8720438088910571,,,,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.8888888888888888
2025-01-14,B_SY8888,2328.74,193644881930.0,1349701,90810043772.06,,,,Normal,2269.974,-0.012061073236126485,-1.0062997498922068,,,,0.6666666666666666,0.8,0.8,0.8
2025-01-15,B_SY8888,2367.31,207028860700.0,1365581,96900634882.84,,,,Normal,2298.91,0.016562604670336878,0.1528808814924587,,,,0.8333333333333334,0.9090909090909091,0.9090909090909091,0.9090909090909091
2025-01-16,B_SY8888,2396.18,222430224260.0,1387222,98251529934.19,,,,Normal,2337.066,0.01219527649526242,-0.223605045464903,0.11447710439783049,,,0.8333333333333334,0.9090909090909091,0.9166666666666666,0.9166666666666666
2025-01-17,B_SY8888,2385.4,199378320650.0,1397095,98529037707.05,,,,Normal,2366.96,-0.004498827300119301,-0.7729485386332445,-0.7311571667614103,,,0.6666666666666666,0.8181818181818182,0.8461538461538461,0.8461538461538461
