datetime,contract,symbol,exchange,open,high,low,close,volume,money,open_interest,high_limit,low_limit,close_MACD,close_MACD_Signal,close_MACD_Hist,close_MACD_Hist_status,close_MA_5,close_change_rate,close_change_rate_r_zscore_5,close_change_rate_r_zscore_10,close_change_rate_r_zscore_22,close_change_rate_r_zscore_126,close_r_percentile_5,close_r_percentile_10,close_r_percentile_22,close_r_percentile_126,contract_size,vwap
2025-01-02,PS8888.GFEX,PS8888,GFEX,42450.589,42783.161,42426.257,42670.004,38452,4904616180.0,38224,45523.292,39570.745,,,,Normal,,,,,,,0.5,0.5,0.5,0.5,3.0,42517.217830021844
2025-01-03,PS8888.GFEX,PS8888,GFEX,42666.987,42862.976,42474.859,42658.372,38030,4852652325.0,36759,45577.399,39621.984,,,,Normal,,-0.00027260367728110246,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,42533.54654220353
2025-01-06,PS8888.GFEX,PS8888,GFEX,42731.328,43706.182,42672.828,43458.761,73061,9465941985.0,40185,45606.384,39642.323,,,,Normal,,0.018762764786241615,,,,,0.75,0.75,0.75,0.75,3.0,43187.39128947044
2025-01-07,PS8888.GFEX,PS8888,GFEX,43440.685,43586.431,42917.864,43334.751,42351,5477495895.0,39313,46295.666,40240.728,,,,Normal,,-0.002853509790580633,,,,,0.6,0.6,0.6,0.6,3.0,43111.89735779556
2025-01-08,PS8888.GFEX,PS8888,GFEX,43342.636,43521.492,42822.167,42879.787,31588,4068813645.0,37201,46250.754,40201.05,,,,Normal,43000.335,-0.010498825757646602,,,,,0.5,0.5,0.5,0.5,3.0,42936.28007471192
2025-01-09,PS8888.GFEX,PS8888,GFEX,43138.375,43142.899,42349.422,42780.411,38799,4953372135.0,37067,46100.254,40074.908,,,,Normal,43022.4164,-0.002317548825510607,-0.2958757407884851,,,,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.42857142857142855,3.0,42555.84022784093
2025-01-10,PS8888.GFEX,PS8888,GFEX,42836.519,43681.136,42662.2,43284.361,35071,4530284460.0,36459,45710.875,39734.123,,,,Normal,43147.614199999996,0.01177992422746943,0.8244759874350603,,,,0.5,0.625,0.625,0.625,3.0,43058.21961164495
2025-01-13,PS8888.GFEX,PS8888,GFEX,43470.18,43675.625,43100.189,43585.246,23363,3028211400.0,36322,46263.875,40215.072,,,,Normal,43172.9112,0.006951355941237081,0.8064272745470248,,,,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.8888888888888888,3.0,43205.230492659335
2025-01-14,PS8888.GFEX,PS8888,GFEX,43501.513,44042.188,43329.194,43860.307,37613,4918001880.0,37909,46433.441,40362.201,,,,Normal,43278.0224,0.006310874097165797,0.4888870391231999,,,,0.8333333333333334,0.9,0.9,0.9,3.0,43584.23842820302
2025-01-15,PS8888.GFEX,PS8888,GFEX,43809.686,44822.899,43760.934,44415.189,82177,10873037535.0,41082,46796.823,40678.851,,,,Normal,43585.1028,0.012651119838262836,1.0461341127906882,,,,0.8333333333333334,0.9090909090909091,0.9090909090909091,0.9090909090909091,3.0,44104.13917519501
2025-01-16,PS8888.GFEX,PS8888,GFEX,44417.291,44603.749,43999.683,44297.384,30304,4009885020.0,40134,47346.389,41153.446,,,,Normal,43888.49740000001,-0.0026523584082913665,-1.7730822375358588,-0.7553754128865675,,,0.6666666666666666,0.8181818181818182,0.8333333333333334,0.8333333333333334,3.0,44107.32378563886
2025-01-17,PS8888.GFEX,PS8888,GFEX,44305.228,45364.085,44217.977,45114.701,65708,8835072795.0,44156,47355.806,41167.698,,,,Normal,44254.5654,0.018450683227704934,1.4361890227936687,1.3559524799423752,,,0.8333333333333334,0.9090909090909091,0.9230769230769231,0.9230769230769231,3.0,44819.87375966397
2025-01-20,PS8888.GFEX,PS8888,GFEX,44748.149,45194.362,44688.978,44883.236,24235,3253366230.0,42049,48103.234,41816.915,,,,Normal,44514.1634,-0.005130589250719075,-1.2391365630085707,-0.9525335714953392,,,0.6666666666666666,0.8181818181818182,0.8571428571428571,0.8571428571428571,3.0,44747.489581184236
2025-01-21,PS8888.GFEX,PS8888,GFEX,44965.952,45023.846,44168.916,44483.22,36212,4820762145.0,38481,48033.405,41755.104,,,,Normal,44638.746,-0.008912369865666459,-1.1028791834462788,-1.2305759225498096,,,0.5,0.7272727272727273,0.8,0.8,3.0,44375.36493427593
