datetime,symbol,close,money,open_interest,open_interest_money,close_MACD,close_MACD_Signal,close_MACD_Hist,close_MACD_Hist_status,close_MA_5,close_change_rate,close_change_rate_r_zscore_5,close_change_rate_r_zscore_10,close_change_rate_r_zscore_22,close_change_rate_r_zscore_126,close_r_percentile_5,close_r_percentile_10,close_r_percentile_22,close_r_percentile_126
2025-01-02,B_NF8888,1879.46,29981404185.0,753697,58605828099.04,,,,Normal,,,,,,,0.5,0.5,0.5,0.5
2025-01-03,B_NF8888,1844.65,43432997150.0,791480,60113407879.93,,,,Normal,,-0.018521277388185986,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-01-06,B_NF8888,1851.68,33861852935.0,779475,60149525175.36,,,,Normal,,0.003811021060905917,,,,,0.5,0.5,0.5,0.5
2025-01-07,B_NF8888,1833.95,27045310685.0,782436,59667287594.54,,,,Normal,,-0.009575088568219092,,,,,0.2,0.2,0.2,0.2
2025-01-08,B_NF8888,1827.36,25022263340.0,794855,60188779533.48,,,,Normal,1847.42,-0.0035933367867172494,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2025-01-09,B_NF8888,1808.79,28634867975.0,809223,61087035121.46,,,,Normal,1833.286,-0.01016220120830047,-0.343757315402748,,,,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285
2025-01-10,B_NF8888,1802.61,26285144535.0,823422,61172185644.88,,,,Normal,1824.878,-0.0034166486988539413,0.23059819837960271,,,,0.16666666666666666,0.125,0.125,0.125
2025-01-13,B_NF8888,1831.73,29900807415.0,813723,60847637674.57,,,,Normal,1820.8880000000001,0.016154353964529244,1.9091168180227238,,,,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444
2025-01-14,B_NF8888,1835.95,22828960140.0,801568,59663558389.97,,,,Normal,1821.2879999999998,0.002303832988486354,0.23061595453045491,,,,0.8333333333333334,0.6,0.6,0.6
2025-01-15,B_NF8888,1833.9,20537538870.0,801961,59996068052.41,,,,Normal,1822.596,-0.0011165881423785828,-0.21450935706928193,,,,0.6666666666666666,0.45454545454545453,0.45454545454545453,0.45454545454545453
2025-01-16,B_NF8888,1833.25,23891459435.0,812751,60218916020.03,,,,Normal,1827.488,-0.00035443590163042327,-0.4406301953957266,0.23620520514020596,,,0.5,0.45454545454545453,0.4166666666666667,0.4166666666666667
2025-01-17,B_NF8888,1835.72,29227141890.0,794469,60085750896.1,,,,Normal,1834.11,0.0013473339697258613,-0.3647298050995373,0.25526259659812384,,,0.6666666666666666,0.7272727272727273,0.6153846153846154,0.6153846153846154
2025-01-20,B_NF8888,1832.83,27199567325.0,807050,60818590560.16,,,,Normal,1834.3300000000004,-0.0015743141655590875,-1.148302376908658,-0.08295181716465383,,,0.16666666666666666,0.45454545454545453,0.35714285714285715,0.35714285714285715
2025-01-21,B_NF8888,1839.92,24014564595.0,790633,60454890211.4,,,,Normal,1835.1239999999998,0.0038683347609980157,1.730681705180106,0.5477790553886389,,,0.8333333333333334,0.9090909090909091,0.7333333333333333,0.7333333333333333
2025-01-22,B_NF8888,1839.8,15966524575.0,776614,58906227295.27,,,,Normal,1836.304,-6.52202269664226e-05,-0.38133176709073957,-0.12120584968791427,,,0.6666666666666666,0.8181818181818182,0.6875,0.6875
2025-01-23,B_NF8888,1840.22,25052520565.0,766907,58369917521.77,,,,Normal,1837.6979999999999,0.00022828568322652565,-0.29390414533266257,-0.2912888016581,,,0.8333333333333334,0.9090909090909091,0.7647058823529411,0.7647058823529411
2025-01-24,B_NF8888,1851.79,26985177170.0,719033,54769429712.39,,,,Normal,1840.9119999999998,0.006287291736857492,1.5708460309748589,0.711397750714698,,,0.8333333333333334,0.9090909090909091,0.8888888888888888,0.8888888888888888
2025-01-27,B_NF8888,1885.15,25493638820.0,691957,53144728660.9,,,,Normal,1851.3760000000002,0.018015001701056965,1.8678168090836422,2.7321079536118122,,,0.8333333333333334,0.9090909090909091,0.9473684210526315,0.9473684210526315
2025-02-05,B_NF8888,1874.2,36558587805.0,710359,54547454143.14,,,,Normal,1858.232,-0.0058085563483012415,-1.1774072894433778,-1.2884340885986474,,,0.6666666666666666,0.8181818181818182,0.85,0.85
2025-02-06,B_NF8888,1874.77,30873868700.0,759953,57211394930.2,,,,Normal,1865.2259999999999,0.00030412976203186837,-0.43388754389469747,-0.31667725184822193,,,0.6666666666666666,0.8181818181818182,0.8571428571428571,0.8571428571428571
2025-02-07,B_NF8888,1875.67,24267984195.0,768796,58620978071.68,,,,Normal,1872.316,0.0004800588872235778,-0.41945441794645855,-0.30294756262968253,,,0.6666666666666666,0.8181818181818182,0.8636363636363636,0.8636363636363636
2025-02-10,B_NF8888,1873.09,34913919405.0,794558,61367882865.16,,,,Normal,1876.5759999999998,-0.0013755084849681465,-0.45285441118715647,-0.5562939334745935,,,0.16666666666666666,0.5454545454545454,0.7391304347826086,0.7391304347826086
