datetime,symbol,close,money,open_interest,open_interest_money,close_MACD,close_MACD_Signal,close_MACD_Hist,close_MACD_Hist_status,close_MA_5,close_change_rate,close_change_rate_r_zscore_5,close_change_rate_r_zscore_10,close_change_rate_r_zscore_22,close_change_rate_r_zscore_126,close_r_percentile_5,close_r_percentile_10,close_r_percentile_22,close_r_percentile_126
2025-01-02,B_GJS8888,2812.82,143093473570.0,1008282,290947815126.19,,,,Normal,,,,,,,0.5,0.5,0.5,0.5
2025-01-03,B_GJS8888,2831.23,268139363565.0,1012428,299307321769.28,,,,Normal,,0.006545033098456221,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2025-01-06,B_GJS8888,2819.23,293723651340.0,1004671,294802135986.22,,,,Normal,,-0.004238440536445287,,,,,0.5,0.5,0.5,0.5
2025-01-07,B_GJS8888,2834.94,383291939460.0,1008020,295175065659.76,,,,Normal,,0.005572443539548111,,,,,0.8,0.8,0.8,0.8
2025-01-08,B_GJS8888,2844.87,282912708080.0,1000571,297161441404.62,,,,Normal,2828.618,0.00350271963427784,,,,,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
2025-01-09,B_GJS8888,2857.57,311296755625.0,1007593,302633184498.65,,,,Normal,2837.568,0.004464175867438636,0.33699660272969834,,,,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8571428571428571
2025-01-10,B_GJS8888,2876.14,265138784460.0,1023006,311533386826.59,,,,Normal,2846.55,0.0064985284699936585,0.8706619352127554,,,,0.8333333333333334,0.875,0.875,0.875
2025-01-13,B_GJS8888,2877.41,463637561320.0,1019222,312382190741.59,,,,Normal,2858.186,0.0004415640406933985,-1.7503251491656229,,,,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.8888888888888888
2025-01-14,B_GJS8888,2839.49,341873178930.0,1033554,302594603757.48,,,,Normal,2859.096,-0.01317851818128113,-1.9214732380566792,,,,0.16666666666666666,0.5,0.5,0.5
2025-01-15,B_GJS8888,2858.8,310981429705.0,1018920,304442356240.08,,,,Normal,2861.882,0.006800516994249106,0.7782946055167881,,,,0.5,0.7272727272727273,0.7272727272727273,0.7272727272727273
2025-01-16,B_GJS8888,2890.77,387332125430.0,1035173,306012954621.38,,,,Normal,2868.522,0.01118301385196574,1.0413614398198305,1.2767437700718627,,,0.8333333333333334,0.9090909090909091,0.9166666666666666,0.9166666666666666
2025-01-17,B_GJS8888,2890.85,351932309195.0,1030366,306378669612.76,,,,Normal,2871.464,2.767428747363354e-05,-0.12463444291209157,-0.31930687078439257,,,0.8333333333333334,0.9090909090909091,0.9230769230769231,0.9230769230769231
2025-01-20,B_GJS8888,2880.02,357890138460.0,980358,297940786218.28,,,,Normal,2871.986,-0.003746302990469852,-0.4679060806265978,-0.9128113089685991,,,0.5,0.7272727272727273,0.7857142857142857,0.7857142857142857
2025-01-21,B_GJS8888,2882.4,364354406875.0,989411,299180895570.57,,,,Normal,2880.568,0.0008263831501169605,-0.41352296924855464,-0.13427240857908593,,,0.5,0.7272727272727273,0.8,0.8
2025-01-22,B_GJS8888,2903.42,362277506150.0,1018477,315838539924.54,,,,Normal,2889.4919999999997,0.007292533999444961,0.7770726105701408,0.795260823225361,,,0.8333333333333334,0.9090909090909091,0.9375,0.9375
2025-01-23,B_GJS8888,2893.68,285891447990.0,1005069,310876988615.22,,,,Normal,2890.0739999999996,-0.00335466449910804,-0.8969397179422609,-0.6906040794821134,,,0.6666666666666666,0.8181818181818182,0.8823529411764706,0.8823529411764706
2025-01-24,B_GJS8888,2909.17,348572175875.0,971225,306671057364.99,,,,Normal,2893.7380000000003,0.005353045257250333,0.9134761153312324,0.6318581455503375,,,0.8333333333333334,0.9090909090909091,0.9444444444444444,0.9444444444444444
2025-01-27,B_GJS8888,2893.36,292905602850.0,940670,295888135431.94,,,,Normal,2896.406,-0.00543453974845054,-1.3063778809102515,-0.8685888970257518,,,0.3333333333333333,0.6363636363636364,0.7894736842105263,0.7894736842105263
